"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.157625417E0,1.348620529E1,-4.408482513E0,-3.263214111E-1,1.419221395E1
2.167610417E0,1.419662796E1,-5.045857086E0,-2.053729248E-1,1.506808207E1
2.177595417E0,1.445124847E1,-5.282065887E0,3.845503235E-1,1.539112346E1
2.187580417E0,1.408316391E1,-4.843028870E0,1.316362610E0,1.495069379E1
2.197565417E0,1.367466339E1,-3.902983704E0,2.175126801E0,1.438613490E1
2.207549417E0,1.319326447E1,-2.610421600E0,2.640509033E0,1.370579498E1
2.217534417E0,1.243673767E1,-1.203946381E0,2.661166077E0,1.277512175E1
2.227519417E0,1.147349075E1,-6.286926270E-2,2.478695526E0,1.173835057E1
2.237504417E0,1.044512924E1,6.222560120E-1,2.158810730E0,1.068402505E1
2.247489417E0,9.322164459E0,7.252418518E-1,1.828447723E0,9.527431292E0
2.257473417E0,8.422385559E0,2.022294617E-1,1.435215454E0,8.546187376E0
2.267458417E0,8.270451508E0,-7.960446167E-1,1.124012604E0,8.384358026E0
2.277443417E0,8.714278564E0,-2.213147736E0,6.638694763E-1,9.015397744E0
2.287428417E0,8.785380707E0,-2.989882507E0,4.558021545E-1,9.291397482E0
2.297413417E0,8.688232727E0,-3.171903992E0,4.397854614E-1,9.259577426E0
2.307397417E0,8.788075104E0,-3.325783997E0,4.960684204E-1,9.409420126E0
2.317382417E0,9.007369080E0,-3.643423462E0,6.343807983E-1,9.737025791E0
2.327367417E0,9.294022980E0,-3.871549072E0,7.701484680E-1,1.009756822E1
2.337352417E0,9.615853729E0,-3.986060944E0,8.198451233E-1,1.044152627E1
2.347337417E0,9.760902100E0,-4.032314758E0,8.171507263E-1,1.059256850E1
2.357322417E0,9.717342682E0,-3.937711487E0,8.560697937E-1,1.051975171E1
2.367306417E0,9.716294861E0,-4.042044525E0,8.933422852E-1,1.056137161E1
2.377291417E0,9.549990692E0,-4.018992462E0,1.002016296E0,1.040954655E1
2.387276417E0,9.084758148E0,-3.599115601E0,1.142574005E0,9.838289438E0
2.397261417E0,8.700207825E0,-3.113375702E0,1.195414124E0,9.317496412E0
2.407246417E0,8.449778595E0,-2.834056549E0,1.187480621E0,8.991148150E0
2.417230333E0,8.232729950E0,-2.733316040E0,1.055754547E0,8.738619838E0
2.427215333E0,8.164920959E0,-2.742896118E0,7.836204529E-1,8.648900185E0
2.437200333E0,8.112230530E0,-2.735112305E0,6.363267517E-1,8.584523005E0
2.447185333E0,7.919431458E0,-2.664159851E0,5.993536377E-1,8.377014212E0
2.457170333E0,7.740104370E0,-2.578388214E0,4.881349182E-1,8.172856119E0
2.467154333E0,7.693551178E0,-2.490071869E0,3.480262756E-1,8.093967502E0
2.477139333E0,7.697443085E0,-2.446213074E0,2.356100464E-1,8.080228990E0
2.487124333E0,7.519463196E0,-2.469414825E0,1.329235840E-1,7.915680957E0
2.497109333E0,7.209158478E0,-2.493365021E0,-3.293151855E-2,7.628231746E0
2.507094333E0,6.976392517E0,-2.510429535E0,-2.065704346E-1,7.417208393E0
2.517078333E0,6.933880920E0,-2.617756348E0,-3.125500488E-1,7.418156135E0
2.527063333E0,6.930587769E0,-2.716401215E0,-2.647993469E-1,7.448624106E0
2.537048333E0,6.883435822E0,-2.726879425E0,-2.065704346E-1,7.406769299E0
2.547033333E0,6.749464417E0,-2.724334717E0,-2.064207458E-1,7.281475062E0
2.557018333E0,6.691983948E0,-2.670147400E0,-2.206411743E-1,7.208399186E0
2.567002333E0,6.788084106E0,-2.595752106E0,-2.185455322E-1,7.270748034E0
2.576987333E0,6.996899872E0,-2.535427551E0,-1.992356873E-1,7.444776393E0
2.586972333E0,7.230414276E0,-2.523153076E0,-2.032772827E-1,7.660712350E0
2.596957333E0,7.460785217E0,-2.496209106E0,-3.206332397E-1,7.873828906E0
2.606942333E0,7.785310364E0,-2.492167511E0,-4.589456177E-1,8.187343125E0
2.616926333E0,8.158783722E0,-2.497705994E0,-4.200265503E-1,8.542874771E0
2.626911333E0,8.409961395E0,-2.551294556E0,-4.164340210E-1,8.798293691E0
2.636896333E0,8.582552490E0,-2.648891602E0,-6.165678406E-1,9.003165547E0
2.646881333E0,8.835526428E0,-2.665057983E0,-8.632548523E-1,9.268995105E0
2.656866333E0,9.092841339E0,-2.783162384E0,-1.115180969E0,9.574413040E0
2.666850333E0,9.505383453E0,-3.060834961E0,-1.202299805E0,1.005815838E1
2.676835333E0,1.007090744E1,-3.368594971E0,-1.079555054E0,1.067408300E1
2.686820333E0,1.047371979E1,-3.652255096E0,-8.110134888E-1,1.112184860E1
2.696805333E0,1.066696793E1,-3.814367981E0,-4.276606750E-1,1.133651187E1
