"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.654106708E0,1.174263107E1,-2.822081451E0,4.195176086E0,1.278487507E1
1.664173708E0,1.113249985E1,-2.746338959E0,4.081262970E0,1.217093414E1
1.674239708E0,1.060724213E1,-2.736309814E0,4.004772034E0,1.166358332E1
1.684306708E0,1.016775604E1,-2.732118530E0,3.938459930E0,1.124096087E1
1.694372708E0,9.850415955E0,-2.715203705E0,3.926335144E0,1.094619264E1
1.704439708E0,9.616452484E0,-2.582130432E0,3.978127441E0,1.072236233E1
1.714505708E0,9.509874115E0,-2.448009338E0,3.999532928E0,1.060314666E1
1.724572708E0,9.519304504E0,-2.348915405E0,4.055217133E0,1.061034155E1
1.734638708E0,9.649683380E0,-2.322270813E0,4.115990753E0,1.074479925E1
1.744705708E0,9.762099609E0,-2.386187897E0,4.130959625E0,1.086541803E1
1.754771708E0,9.886041870E0,-2.585872650E0,4.162993011E0,1.103408682E1
1.764838708E0,1.003004242E1,-2.845582581E0,4.218677216E0,1.124705866E1
1.774905708E0,1.013093262E1,-3.046015778E0,4.243076477E0,1.139814484E1
1.784971708E0,1.017329453E1,-3.161874847E0,4.218976593E0,1.145832176E1
1.795038708E0,1.020413040E1,-3.281476135E0,4.218826904E0,1.151915202E1
1.805104708E0,1.022942780E1,-3.380719757E0,4.250261536E0,1.158167441E1
1.815171708E0,1.015009277E1,-3.447331238E0,4.351151733E0,1.156896700E1
1.825237708E0,9.985435181E0,-3.415297852E0,4.482279053E0,1.146577519E1
1.835304708E0,9.809700623E0,-3.377875671E0,4.681365051E0,1.138224271E1
1.845370708E0,9.617649994E0,-3.236868896E0,4.828509064E0,1.123792736E1
1.855437708E0,9.495953064E0,-3.112028503E0,4.948709106E0,1.115112406E1
1.865503708E0,9.406888275E0,-3.070415039E0,5.043611755E0,1.110653029E1
1.875570708E0,9.179062042E0,-3.093616791E0,5.090015259E0,1.094229867E1
1.885636708E0,8.911268921E0,-3.108735352E0,5.045108643E0,1.070177885E1
1.895703708E0,8.621321869E0,-3.019221497E0,4.842130737E0,1.033871942E1
1.905769708E0,8.299640808E0,-2.890040131E0,4.491709442E0,9.869742814E0
1.915836708E0,8.094716949E0,-2.765199738E0,4.045936432E0,9.462577540E0
1.925902708E0,7.917635193E0,-2.674338684E0,3.670666809E0,9.127695726E0
1.935969708E0,7.726931763E0,-2.587519226E0,3.410807190E0,8.833704540E0
1.946035708E0,7.546856232E0,-2.442919922E0,3.337609406E0,8.605959172E0
1.956102708E0,7.413782959E0,-2.255659332E0,3.366050262E0,8.448814778E0
1.966168708E0,7.389383698E0,-2.207160187E0,3.362607422E0,8.413184664E0
1.976235708E0,7.371421051E0,-2.258952484E0,3.334465942E0,8.399962962E0
1.986301708E0,7.373965759E0,-2.314487000E0,3.275638275E0,8.394166260E0
1.996368708E0,7.375312958E0,-2.361938324E0,3.131188660E0,8.353342822E0
2.006434708E0,7.360793152E0,-2.424807587E0,2.998265076E0,8.309666727E0
2.016501708E0,7.349267120E0,-2.467768250E0,2.884351959E0,8.271704393E0
2.026567708E0,7.285050659E0,-2.492766266E0,2.812950439E0,8.197471375E0
2.036634708E0,7.229665833E0,-2.544558563E0,2.772384796E0,8.150396542E0
2.046700708E0,7.182513885E0,-2.527494049E0,2.727478180E0,8.088007734E0
2.056767708E0,7.231911163E0,-2.451003113E0,2.660717010E0,8.086245751E0
2.066833708E0,7.366631012E0,-2.337239685E0,2.631677399E0,8.164292238E0
2.076900708E0,7.405999146E0,-2.207160187E0,2.626737671E0,8.162115548E0
2.086966708E0,7.330256653E0,-2.101629639E0,2.598596191E0,8.056190905E0
2.097033708E0,7.261848907E0,-2.037113800E0,2.573598175E0,7.969171209E0
2.107099708E0,7.208559723E0,-2.030826874E0,2.568508759E0,7.917375090E0
2.117166708E0,7.127578125E0,-2.068548431E0,2.555485840E0,7.849316557E0
2.127232708E0,7.040459290E0,-2.148482208E0,2.550845490E0,7.790433590E0
2.137299708E0,7.046895905E0,-2.280657349E0,2.616109772E0,7.855200199E0
2.147365708E0,7.097490692E0,-2.441423035E0,2.742896118E0,7.991145079E0
2.157432708E0,7.056925049E0,-2.539169769E0,2.907853088E0,8.043828929E0
2.167498708E0,7.054679718E0,-2.595003662E0,3.031046906E0,8.104924137E0
2.177565708E0,7.201224976E0,-2.647095337E0,3.159330139E0,8.297356314E0
2.187631708E0,7.385791168E0,-2.689906311E0,3.286864929E0,8.519917148E0
2.197698708E0,7.660619659E0,-2.718347168E0,3.355122986E0,8.793824830E0
2.207764708E0,7.949967957E0,-2.751278687E0,3.390449524E0,9.070097734E0
2.217831708E0,8.278534698E0,-2.891836395E0,3.385060730E0,9.399760137E0
2.227897708E0,8.745264130E0,-3.114423523E0,3.445834351E0,9.902174153E0
2.237964708E0,9.230704651E0,-3.355721741E0,3.510200500E0,1.043016224E1
2.248030708E0,9.627679138E0,-3.536994781E0,3.582350464E0,1.086442693E1
2.258097708E0,9.929601288E0,-3.670816498E0,3.686084747E0,1.120977682E1
2.268163708E0,1.025292892E1,-3.797303467E0,3.725901947E0,1.155094847E1
2.278230708E0,1.070738388E1,-3.957769775E0,3.726800079E0,1.200837416E1
2.288296708E0,1.118144806E1,-4.179608459E0,3.668870544E0,1.248817515E1
2.298363708E0,1.159922928E1,-4.402045898E0,3.570525055E0,1.291002622E1
2.308429708E0,1.177720917E1,-4.611909485E0,3.468886414E0,1.311508817E1
2.318496708E0,1.173155411E1,-4.717440033E0,3.415297852E0,1.309762809E1
2.328563708E0,1.153591095E1,-4.712649994E0,3.434158630E0,1.292593350E1
2.338629708E0,1.114956436E1,-4.546345825E0,3.441643066E0,1.252305685E1
2.348696708E0,1.065813629E1,-4.230652313E0,3.477568359E0,1.198281144E1
2.358762708E0,1.008497818E1,-3.782933350E0,3.551065521E0,1.134140361E1
2.368829708E0,9.593400421E0,-3.203787689E0,3.662733307E0,1.075700713E1
2.378895708E0,9.103618927E0,-2.568808136E0,3.786825256E0,1.018894981E1
2.388962708E0,8.741671600E0,-2.020947418E0,3.889811096E0,9.779145218E0
2.399028708E0,8.519683228E0,-1.591340790E0,3.930526428E0,9.516638367E0
2.409095708E0,8.466394043E0,-1.316512299E0,3.971690826E0,9.443906011E0
2.419161708E0,8.572523346E0,-1.243763580E0,4.012256470E0,9.546376608E0
2.429228708E0,8.721763000E0,-1.342558136E0,4.045038300E0,9.707417114E0
2.439294708E0,8.918753357E0,-1.503922577E0,4.072880402E0,9.919390068E0
2.449361708E0,9.159901886E0,-1.757345581E0,4.089196472E0,1.018398713E1
2.459427708E0,9.365574188E0,-2.053130493E0,4.023483124E0,1.039796813E1
2.469494708E0,9.538314972E0,-2.315235443E0,3.930376740E0,1.057296690E1
2.479560708E0,9.652377777E0,-2.480791168E0,3.815116425E0,1.067135581E1
2.489627708E0,9.670490112E0,-2.573298798E0,3.665427704E0,1.065718565E1
2.499693708E0,9.648036804E0,-2.563119965E0,3.535647583E0,1.059032587E1
2.509760708E0,9.615105286E0,-2.459385681E0,3.416345673E0,1.049620147E1
2.519826708E0,9.596693573E0,-2.299368439E0,3.311413879E0,1.040908664E1
2.529893708E0,9.509425049E0,-2.100581818E0,3.304079132E0,1.028389749E1
2.539959708E0,9.367669830E0,-1.913770294E0,3.286266174E0,1.011015827E1
2.550026708E0,9.190737762E0,-1.792223053E0,3.299289093E0,9.928093100E0
2.560092708E0,9.026678925E0,-1.699865112E0,3.370690613E0,9.784274578E0
2.570159708E0,8.789721680E0,-1.659299469E0,3.437751160E0,9.582829174E0
2.580225708E0,8.471633148E0,-1.609752502E0,3.533701630E0,9.319169412E0
2.590292708E0,8.170010376E0,-1.549577637E0,3.614683228E0,9.067314665E0
2.600358708E0,7.853119354E0,-1.516047363E0,3.687881012E0,8.807403111E0
2.610425708E0,7.621999969E0,-1.475332031E0,3.801644440E0,8.644303823E0
2.620491708E0,7.440876617E0,-1.484163666E0,3.978726196E0,8.567359498E0
2.630558708E0,7.309300232E0,-1.454974365E0,4.079616394E0,8.496239769E0
2.640624708E0,7.247329102E0,-1.403481445E0,4.030219116E0,8.410481877E0
2.650691708E0,7.215894470E0,-1.304237823E0,3.953578491E0,8.330723389E0
2.660757708E0,7.238198090E0,-1.264720001E0,3.886368256E0,8.312333396E0
2.670824708E0,7.437733154E0,-1.303489380E0,3.785777435E0,8.446956246E0
2.680890708E0,7.799530792E0,-1.456022186E0,3.785328369E0,8.790983565E0
2.690957708E0,8.207881622E0,-1.635498962E0,3.792962494E0,9.188620248E0
2.701023708E0,8.487949219E0,-1.755249939E0,3.642675018E0,9.401875641E0
2.711090708E0,8.600814514E0,-1.744771729E0,3.402723999E0,9.412585686E0
2.721156708E0,8.551117859E0,-1.632505188E0,3.373385010E0,9.336295639E0
2.731223708E0,8.320297852E0,-1.484163666E0,3.498674469E0,9.147175584E0
2.741289708E0,8.126450958E0,-1.328188019E0,3.595972137E0,8.985226998E0
2.751356708E0,8.102351074E0,-1.182840271E0,3.631598053E0,8.957438722E0
2.761422708E0,8.206983490E0,-1.179247742E0,3.665128326E0,9.065228563E0
2.771489708E0,8.364006958E0,-1.257235565E0,3.770359497E0,9.260284250E0
2.781555708E0,8.456364899E0,-1.327439575E0,3.868555298E0,9.393504310E0
2.791622708E0,8.547225952E0,-1.342707825E0,3.923491058E0,9.500090413E0
2.801688708E0,8.549920349E0,-1.312770081E0,3.935615845E0,9.503345481E0
2.811755708E0,8.511600037E0,-1.281185760E0,3.926035767E0,9.460577624E0
2.821821708E0,8.501720581E0,-1.218765564E0,3.948040009E0,9.452600819E0
2.831888708E0,8.559350739E0,-1.174457703E0,4.014950867E0,9.526891750E0
2.841954708E0,8.735833740E0,-1.093027039E0,4.151167603E0,9.733534389E0
2.852021708E0,8.913963318E0,-1.035696259E0,4.373904419E0,9.983108165E0
2.862088708E0,8.920399933E0,-1.053658905E0,4.552483063E0,1.007019534E1
2.872154708E0,9.045539703E0,-1.158890076E0,4.555776215E0,1.019411162E1
